expt,t0,t1
108.5657415628713,903202052.995,903202172.995
117.6141490477541,903202172.995,903202292.995
117.6375639155937,903202292.995,903202412.995
117.6519027142868,903202412.995,903202532.995
117.6647814264288,903202532.995,903202652.995
117.6760128614364,903202652.995,903202772.995
117.6865543654364,903202772.995,903202892.995
117.6874421836323,903202892.995,903203012.995
117.6715737704572,903203012.995,903203132.995
117.6673058251543,903203132.995,903203252.995
117.6617489389768,903203252.995,903203372.995
117.6372162759388,903203372.995,903203492.995
117.6040407562473,903203492.995,903203612.995
33.26919793306518,903203612.995,903203732.995
