expt,t0,t1
100.7529279827514,891033099.995,891033219.995
109.1391521644613,891033219.995,891033339.995
109.3649797551547,891033339.995,891033459.995
105.5473112779437,891033459.995,891033579.995
109.6859812444487,891033579.995,891033699.995
102.7316562129145,891033699.995,891033819.995
109.7850904613057,891033819.995,891033939.995
109.78413337389,891033939.995,891034059.995
109.7283914768154,891034059.995,891034179.995
109.6414147504338,891034179.995,891034299.995
109.489277260822,891034299.995,891034419.995
109.2574932084475,891034419.995,891034539.995
108.9409956599331,891034539.995,891034659.995
17.02440768521098,891034659.995,891034779.995
