expt,t0,t1
109.2049171808516,896694633.995,896694753.995
118.2466927707775,896694753.995,896694873.995
118.2829489126425,896694873.995,896694993.995
118.3088881792077,896694993.995,896695113.995
118.3261899374218,896695113.995,896695233.995
114.3615448944944,896695233.995,896695353.995
118.3493801765613,896695353.995,896695473.995
118.3497973441473,896695473.995,896695593.995
112.3535304592117,896695593.995,896695713.995
118.3403148040194,896695713.995,896695833.995
118.3449731753964,896695833.995,896695953.995
118.3329287984263,896695953.995,896696073.995
118.3052941200052,896696073.995,896696193.995
118.2562341422316,896696193.995,896696313.995
27.49444903046887,896696313.995,896696433.995
