expt,t0,t1
109.3006143554187,916152183.995,916152303.995
118.3488881327419,916152303.995,916152423.995
118.3736935592016,916152423.995,916152543.995
118.3934662331173,916152543.995,916152663.995
118.4063449452594,916152663.995,916152783.995
118.412987536821,916152783.995,916152903.995
118.4167260001878,916152903.995,916153023.995
118.4061042716521,916153023.995,916153143.995
118.4116718544344,916153143.995,916153263.995
114.3537663244865,916153263.995,916153383.995
118.3912573842325,916153383.995,916153503.995
118.3759398462031,916153503.995,916153623.995
118.3514553178865,916153623.995,916153743.995
118.2963357135111,916153743.995,916153863.995
17.68195583958636,916153863.995,916153983.995
