expt,t0,t1
111.3664778584355,776331231.995,776331351.995
117.4306808827537,776331351.995,776331471.995
117.4714135537146,776331471.995,776331591.995
109.5543650645202,776331591.995,776331711.995
117.5218159553868,776331711.995,776331831.995
117.5410003160403,776331831.995,776331951.995
117.547477110228,776331951.995,776332071.995
117.5421448527506,776332071.995,776332191.995
117.5416742021407,776332191.995,776332311.995
117.5372511560687,776332311.995,776332431.995
113.5196973601446,776332431.995,776332551.995
26.3434998872814,776332551.995,776332671.995
