id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8,aperture_sum_9
84,1226.3200199845883,3067.150844564587,0.2818762904340443,0.05014939361682019,0.2043561300394477,49,0.0,0.011730697179689189,1.387304834403189,-0.355429749210332,1226.3200199845883,3067.150844564587,2231.2923783803535,0.0,723.7215304496704,150.25450807034593,2.791855461180751,237.01067097278354,265.7412192294303,231.34702256476285,212.64467188177343,243.6321900366076,209.0220081974706,236.05606679638123,241.30999893629937,223.45876217864776,131.06976758619706
85,1235.371373046152,3070.025853673798,0.3608863233553935,0.9245397064855511,0.47014160779037695,49,0.0,0.016357914090782008,1.354955801492521,-0.3298128220095019,1235.371373046152,3070.025853673798,4210.644154319952,0.0,1395.315877370234,150.2507325549159,2.7930537352294227,511.2854075440898,547.7717841104558,417.8248261990734,381.95877262158297,370.25599423473955,425.4124699240898,467.3172138749985,386.5140428492888,384.3531858534854,317.9504571081476
86,1201.7363713575035,3070.0340822608564,0.4985421055694788,-0.19014436427474177,0.16678796234302778,49,0.0,0.00875064378114557,1.0080919720588557,-0.008750390629721182,1201.7363713575035,3070.0340822608564,955.8936003515869,0.0,283.30200580533256,150.26476289813013,2.7930552645271174,113.30316643997813,93.4211132055164,108.24301132382422,89.92981651539347,103.25275376946044,87.25912018373478,81.85640838281371,107.48075256359026,95.29662864304095,75.85082932423443
87,1211.1700856909536,3072.0947573048256,0.23570975702107547,-0.2546729298373494,0.5851307803153635,49,0.0,0.008829918493465986,1.2999444690391144,-0.2848120013344189,1211.1700856909536,3072.0947573048256,1490.211045525822,0.0,460.55778577974945,150.2608278585509,2.793914326954244,205.69281321063505,111.92829674817646,166.39991686419293,129.8899575615629,131.43794867134156,145.326953846334,152.10625808078657,175.5695742924122,163.5390179567355,108.32030829364504
88,1260.2662882420984,3074.1986418425636,0.5420605746836822,0.012420205020427276,-0.6826153818039795,49,0.0,0.026805506330303902,1.599097590770668,-0.5096874224047779,1260.2662882420984,3074.1986418425636,8491.894783203996,0.0,3094.9897758647235,150.24034816193577,2.794793490298174,802.2238755103181,816.1606882802489,792.4706126613805,870.6701835804015,877.6807143477967,956.0872565827963,855.6898437464282,833.6666652028423,939.903694457189,747.3412488345949
89,1975.2143647641683,3074.662855096652,0.4009334313425909,0.23019872630630966,0.028389370293787467,49,0.0,0.006349225604887051,1.108869301658771,-0.11220090118580191,1975.2143647641683,3074.662855096652,194.73026447409785,0.0,104.08813845542181,149.94211616550163,2.794985066519266,14.336887216320399,18.16561907547939,35.25686604338766,11.444377384239159,10.424453576137871,22.077035050675534,18.056990723664427,37.218307072710914,13.139043540090142,14.610684791392355
90,1281.3119350506124,3084.752063753614,0.3158903277993137,0.16813596974551237,0.6803971947867868,49,0.0,0.012073468117908206,1.2509334085599864,-0.24308547834088587,1281.3119350506124,3084.752063753614,2348.9343074256094,0.0,853.9267004794378,150.23156964385407,2.799191255244685,234.46831266752886,267.16815170795974,214.83719915861496,273.2867398368982,257.48640379790277,252.36257034719586,264.93783145264274,244.89822598065646,213.6827568693019,125.80611560690807
91,1248.526512807953,3086.4260610927204,0.36138437934029694,0.15457352665205878,0.7261791081398946,49,0.0,0.6399765896641589,52.759264537216964,-4.305746832156698,1248.526512807953,3086.4260610927204,66311.64944189627,0.0,23103.909090738423,150.2452457452093,2.7998870407008067,7932.415237422119,8018.1660832153575,7707.667964190929,7152.765426297805,6872.40904377048,6864.813069797882,6425.062420354621,6025.518038484557,6332.49963245571,2980.332525906805
92,1224.5067694990353,3089.277819548579,0.43558455768001125,-0.16638751060890863,-0.47364745647906836,49,0.0,0.025671918699871767,2.3110052713308056,-0.9095023402309519,1224.5067694990353,3089.277819548579,4571.358732491886,0.0,1483.3266587103976,150.25526540198558,2.8010738345131845,563.6643318385383,619.6526542184511,494.6770196345093,497.40731274689705,421.59269939293773,434.0842134314474,469.26672106907404,455.2101192890209,408.91494153405,206.88871933696146
93,1240.2181306484838,3093.726600148595,0.47492043374547277,-0.2921836484593312,0.6008736415957147,49,0.0,0.059157190348177506,3.0580956285355962,-1.2136276548620792,1240.2181306484838,3093.726600148595,18930.77157051195,0.0,6196.189069311633,150.24871178701093,2.802928126201178,2244.944255155683,2189.8649127664185,2212.2383347941486,1984.0251203979353,1993.620591846295,1962.9885443337078,1931.6350671694418,1854.4926163255795,1910.167225171175,646.7949025515686
94,1263.2641091961257,3093.7598690413306,0.6429615204905985,0.8500428336150813,0.36870109164295384,49,0.0,0.03286624373049997,1.165898230218161,-0.1666516076535063,1263.2641091961257,3093.7598690413306,7629.786990136863,0.0,2680.8394099053435,150.2390984241539,2.802943178786294,883.6384372758577,890.7742311118732,879.5585876156633,785.5637283091153,855.3510905105188,665.2612425836305,846.4328073813022,759.1127839173689,790.1340417813933,273.9600396501403
95,1259.3519826640434,3098.5957459653464,0.6809106289247834,-0.024531967785592045,0.7735849444503227,49,0.0,0.024469956877612376,1.0517148269701568,-0.054744991505798125,1259.3519826640434,3098.5957459653464,6797.49371579262,0.0,2336.0589569645513,150.2407305138583,2.8049576861106624,814.1459631509288,814.1440164595015,806.5109750141553,682.5097290685466,729.3907595544155,605.8622698061982,719.3721776402066,684.7642438677685,779.41892070631,161.37466052458814
96,1265.6438281733695,3097.365956302158,0.7500590888779937,-0.2887504397959486,-0.5215292208693489,49,0.0,0.02383987610019936,1.5634492534574063,-0.48520947361944433,1265.6438281733695,3097.365956302158,4745.541214665734,0.0,1657.6023998937933,150.23810589090635,2.804445651714091,587.0463051339007,579.0505388780402,544.4145649112987,455.7274297044098,536.4053192417412,375.86809336322506,517.5335460445417,461.79771089118196,513.4574684423976,174.24023805499726
97,1282.9147014338396,3105.158122378862,0.211855964222303,-0.5687280364311744,-0.5107881177340474,49,0.0,0.007387103434362739,1.0385765638551494,-0.04109629559169277,1282.9147014338396,3105.158122378862,1407.8357718535165,0.0,500.8078711402351,150.2309018182238,2.8076928284077227,152.08302809139138,152.99086021978013,173.88294651842418,170.85265940600294,119.41005616136661,118.8965694667413,147.16028375582664,157.501161036918,145.07340399251336,69.98480320455191
