expt,t0,t1
109.912340128046,820018216.99,820018336.99
116.9999981366312,820018336.99,820018456.99
117.0565189962314,820018456.99,820018576.99
117.1032471141654,820018576.99,820018696.99
117.1263517804668,820018696.99,820018816.99
117.1483333032673,820018816.99,820018936.99
117.1655708818529,820018936.99,820019056.99
117.1584362464718,820019056.99,820019176.99
117.1579709441644,820019176.99,820019296.99
117.1508683985977,820019296.99,820019416.99
117.1231107092217,820019416.99,820019536.99
117.087929576136,820019536.99,820019656.99
117.0464267496317,820019656.99,820019776.99
115.9079824690704,820019776.99,820019896.99
6.817445068030299,820019896.99,820020016.99
