expt,t0,t1
109.8709680183143,851914646.995,851914766.995
118.95109628464,851914766.995,851914886.995
119.0085317039479,851914886.995,851915006.995
119.0495906213543,851915006.995,851915126.995
119.0801080347607,851915126.995,851915246.995
119.1019505016992,851915246.995,851915366.995
119.1088765532873,851915366.995,851915486.995
119.1108126387505,851915486.995,851915606.995
119.105368066923,851915606.995,851915726.995
119.0304169573056,851915726.995,851915846.995
10.85020407099613,851915846.995,851915966.995
