expt,t0,t1
96.58961875382839,910691914.995,910692034.995
116.6973858394097,910692034.995,910692154.995
116.728138578121,910692154.995,910692274.995
116.7553614372585,910692274.995,910692394.995
116.7649028087126,910692394.995,910692514.995
116.7850712570048,910692514.995,910692634.995
116.784461550533,910692634.995,910692754.995
116.7802952229754,910692754.995,910692874.995
116.7620949499607,910692874.995,910692994.995
116.7493445970759,910692994.995,910693114.995
78.71837876711848,910693114.995,910693234.995
