expt,t0,t1
110.8235606659775,891382125.995,891382245.995
118.9011645335777,891382245.995,891382365.995
118.9483579538191,891382365.995,891382485.995
118.9781479981012,891382485.995,891382605.995
114.9622528350954,891382605.995,891382725.995
119.0119867072884,891382725.995,891382845.995
119.0113128211879,891382845.995,891382965.995
119.0220468640738,891382965.995,891383085.995
119.014596678852,891383085.995,891383205.995
119.0015682142432,891383205.995,891383325.995
118.9868015513594,891383325.995,891383445.995
118.9447157598952,891383445.995,891383565.995
118.8765462977015,891383565.995,891383685.995
91.04491754006607,891383685.995,891383805.995
