expt,t0,t1
98.6720205029954,772407867.995,772407987.995
105.0494613379883,772407987.995,772408107.995
105.2885642941298,772408107.995,772408227.995
100.4305891947589,772408227.995,772408347.995
102.5503896315048,772408347.995,772408467.995
105.5901031293297,772408467.995,772408587.995
105.5540378235364,772408587.995,772408707.995
105.4777692163584,772408707.995,772408827.995
101.332392646876,772408827.995,772408947.995
105.1025402800769,772408947.995,772409067.995
100.7607581130444,772409067.995,772409187.995
63.1075269607571,772409187.995,772409307.995
