expt,t0,t1
104.6131488016201,779473322.995,779473442.995
105.004850280337,779473442.995,779473562.995
109.3271466526053,779473562.995,779473682.995
109.5329711163109,779473682.995,779473802.995
109.6968188519498,779473802.995,779473922.995
109.7714491506692,779473922.995,779474042.995
109.846867639025,779474042.995,779474162.995
109.8667694273452,779474162.995,779474282.995
109.8503413033513,779474282.995,779474402.995
109.7970822036316,779474402.995,779474522.995
109.7140858349139,779474522.995,779474642.995
109.5565999156263,779474642.995,779474762.995
109.3245062173232,779474762.995,779474882.995
109.0197414345399,779474882.995,779475002.995
28.71458851744109,779475002.995,779475122.995
