expt,t0,t1
94.33429799373795,873775663.995,873775783.995
107.54320889881,873775783.995,873775903.995
107.6858036638948,873775903.995,873776023.995
107.785526542683,873776023.995,873776143.995
103.8514117034652,873776143.995,873776263.995
107.9244280763284,873776263.995,873776383.995
107.9464073073333,873776383.995,873776503.995
107.9224350825334,873776503.995,873776623.995
103.8611414574817,873776623.995,873776743.995
107.4697327349154,873776743.995,873776863.995
32.79006459359528,873776863.995,873776983.995
