expt,t0,t1
58.76021970159571,911543722.995,911543842.995
80.06244231443856,911543962.995,911544082.995
80.22587707370221,911544082.995,911544202.995
80.36511744797397,911544202.995,911544322.995
80.42367307741586,911544322.995,911544442.995
77.75617144504275,911544442.995,911544562.995
81.30409720354437,911544562.995,911544682.995
2.233023295638731,911544922.995,911545042.995
47.79728491628241,911545042.995,911545162.995
40.92366062082542,911545162.995,911545282.995
59.40477268348339,911545282.995,911545402.995
