expt,t0,t1
99.89641227614017,894777807.995,894777927.995
109.1642391146041,894777927.995,894778047.995
109.330310671003,894778047.995,894778167.995
109.4330624499655,894778167.995,894778287.995
109.4828872948408,894778287.995,894778407.995
105.4959649919136,894778407.995,894778527.995
109.4596863698994,894778527.995,894778647.995
109.3507923416986,894778647.995,894778767.995
109.1700717179138,894778767.995,894778887.995
104.904383630354,894778887.995,894779007.995
108.5349428789406,894779007.995,894779127.995
17.83979115265172,894779127.995,894779247.995
