expt,t0,t1
110.8925002837146,820657148.995,820657268.995
118.9507753864969,820657268.995,820657388.995
118.9906362841691,820657388.995,820657508.995
119.0087188945314,820657508.995,820657628.995
119.0208060579205,820657628.995,820657748.995
119.0366477295836,820657748.995,820657868.995
119.0466276618332,820657868.995,820657988.995
115.090002402491,820657988.995,820658108.995
119.0459323825232,820658108.995,820658228.995
119.0330804118931,820658228.995,820658348.995
119.030283249746,820658348.995,820658468.995
119.0033438506349,820658468.995,820658588.995
118.9730510659287,820658588.995,820658708.995
109.8776540554742,820658708.995,820658828.995
32.66730416936323,820658828.995,820658948.995
