expt,t0,t1
75.66783628342196,803687755.995,803687875.995
101.8247523382538,803687875.995,803687995.995
101.9641380455331,803687995.995,803688115.995
102.0566602489998,803688115.995,803688235.995
98.12546295336922,803688235.995,803688355.995
102.1565126160854,803688355.995,803688475.995
102.1504660755886,803688475.995,803688595.995
102.0914306718189,803688595.995,803688715.995
102.025780105029,803688715.995,803688835.995
101.9456212190026,803688835.995,803688955.995
101.7797804895686,803688955.995,803689075.995
100.5217941407422,803689075.995,803689195.995
