expt,t0,t1
47.20935742471942,891370294.995,891370414.995
108.4683352247351,891370414.995,891370534.995
101.0779361029954,891370534.995,891370654.995
107.4454552190197,891370654.995,891370774.995
108.9742516326651,891370774.995,891370894.995
109.0698759253437,891370894.995,891371014.995
109.1219808902387,891371014.995,891371134.995
109.1177809654616,891371134.995,891371254.995
103.0839889078297,891371254.995,891371374.995
107.0479924030805,891371374.995,891371494.995
108.9684415490593,891371494.995,891371614.995
108.8108036217703,891371614.995,891371734.995
108.5949297402001,891371734.995,891371854.995
81.9325757225576,891371854.995,891371974.995
