expt,t0,t1
75.68419613493256,916950705.995,916950825.995
92.96935052650633,916950825.995,916950945.995
62.97651578917768,916950945.995,916951065.995
73.00789361177002,916951065.995,916951185.995
79.1811889098308,916951185.995,916951305.995
77.10195233916056,916951305.995,916951425.995
93.6345261789932,916951425.995,916951545.995
107.3230608013603,916951545.995,916951665.995
89.60938848196895,916951665.995,916951785.995
85.07378883798253,916951785.995,916951905.995
86.18866918237298,916951905.995,916952025.995
86.0834425321055,916952025.995,916952145.995
83.08066956068781,916952145.995,916952265.995
118.0057624449573,916952265.995,916952385.995
17.61933791526778,916952385.995,916952505.995
