id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8
1,1615.3272267874056,101.88762500995676,0.829230118222413,0.2063556828107858,0.7624298404403503,49,0.0,0.015318847171024266,1.5579355761432467,-0.4813737368330584,1615.3272267874056,101.88762500995676,inf,0.0,461.87959923981003,36.34646865642831,-5.103922489615518,inf,inf,inf,inf,85.60197369521586,93.7973216252765,71.239760480874,58.901426359088674,54.089118231768914
2,1615.8741674518303,107.07881644831963,0.3866759911822767,0.5885911955084708,0.6052729854717624,49,0.0,0.006943546475383486,1.0600858119878496,-0.0633525550590692,1615.8741674518303,107.07881644831963,443.6155425899149,0.0,352.25680863237517,36.34623988991608,-5.101759746943847,15.896247118174351,47.56283526135615,51.377722787570185,72.76730851508663,52.86628295471028,63.601978578489444,52.98144883647719,57.75239313073108,28.809325407319637
3,2252.9918851942207,323.0385178879964,0.34928900418715053,-0.3989964456466476,-0.27776223719721527,49,0.0,0.023193067242531878,3.5281357070268857,-1.3688632039608484,2252.9918851942207,323.0385178879964,748.3956088378527,46.99999998642548,773.2224559914066,36.07976969093452,-5.011729161674319,40.95893410880755,90.14196005662667,103.2066942398434,103.92665656734579,97.62796637948534,86.82297154246032,122.82074068024131,83.76046094236202,19.12922432068048
4,1961.2933999661855,337.8789969490323,0.5158373859968554,0.3288071591760604,0.15230022394625306,49,0.0,0.01422477135018661,2.3574738338762775,-0.9311172027639135,1961.2933999661855,337.8789969490323,212.58123195220506,0.0,0.0,36.201771489179656,-5.005585444173238,15.59645316729437,25.40838486566059,33.856053232455224,26.306739092111453,33.29159096582437,26.584995735225668,20.741014257080074,23.723264119068567,7.072736517484751
5,1482.3269113703666,342.087831708944,0.4801316993800278,0.09445414662922927,0.4605549430793578,49,0.0,0.021031058594304104,2.56790663499563,-1.0239480735666882,1482.3269113703666,342.087831708944,1593.8130745497288,1.0,0.0,36.402095972580426,-5.003847330111249,131.19235007687146,218.06250157934585,191.0372378620454,206.2225951861756,189.0953410945517,201.1428473568792,199.69193751150775,210.1711025684223,47.19716131392944
6,1492.516447673144,343.3233199527754,0.6956000358564542,-0.02977366470113655,-0.19815550191345588,49,0.0,0.01624035358629649,2.1243098184988574,-0.8180446410190032,1492.516447673144,343.3233199527754,465.2216059664308,0.0,0.0,36.39783423928515,-5.003332892230103,32.29459150625328,59.64378025195018,40.793512686629256,57.70071260368295,70.59359325167777,58.451455615902674,62.79897834993846,63.187949119545785,19.757032580850456
7,1464.7079848759192,345.4397375402221,0.4613745914741202,-0.5737226675045989,-0.2147509627044146,49,0.0,0.01375851122728128,2.3519394818800805,-0.9285653566228423,1464.7079848759192,345.4397375402221,288.2527440404308,12.0,0.0,36.4094648541073,-5.002450226499764,22.885609127633675,31.148355454786305,39.736710886654066,35.652024614410784,25.815142201310305,50.01122165229778,36.16853489460722,35.664961834000465,11.170183374730183
8,1479.1689465210288,345.59464802271617,0.7508797806943622,-0.6725918382949885,0.06741899077645513,49,0.0,0.04559538541296055,4.682450506900788,-1.6761829890405167,1479.1689465210288,345.59464802271617,1581.5087158267145,3.512831497118178,0.0,36.403416667474055,-5.002386178917828,138.95180492172744,226.63399856807007,192.5327301945938,200.55276386873015,181.84091533735426,195.2772596147281,190.67403845105926,209.3059166556967,45.739288214754694
9,1482.673922268842,344.6435879937889,0.254386478887946,0.4741343941224516,0.28569733807626463,49,0.0,0.017682021417505932,2.117424146215505,-0.8145196532092258,1482.673922268842,344.6435879937889,1631.9463252263204,1.0,0.0,36.40195076592926,-5.002782531910387,138.09215899773255,224.16532421529712,196.49439732704485,212.26862593193553,191.0635538739358,202.56054472436878,202.02774397007227,217.2687877647849,48.00518842114863
10,2317.4663582710955,354.8309219208659,0.5855068444545218,0.9568335651419007,-0.24505031635769275,49,0.0,0.014142463836876687,1.2362697813141799,-0.23028313430755254,2317.4663582710955,354.8309219208659,744.8104718454986,27.290034954302648,743.0982320454984,36.05280949675826,-4.998471893002868,50.76531701277817,97.67410550693774,86.81160095122183,87.02498766047611,88.79463887821537,104.19041153968664,107.93068360561307,89.71813377158392,31.90059291898578
