id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6
1369,2308.240341609907,2792.11859776119,0.7373996485031982,0.5568467181356939,0.07158337811824825,49,0.0,0.010473641698319134,1.293386948289544,-0.2793211852991419,2308.240341609907,2792.11859776119,472.24950773498597,0.0,0.0,157.33194553320615,1.9998862868657405,52.36170774685323,76.00763567262669,69.02808678067052,72.64522543723845,69.73451450501005,76.81760784622108,55.65472974636594
1370,947.296463696082,2796.274174816018,0.3646676308821087,0.43887679415311215,0.24982834923752117,49,0.0,0.0115534995908877,1.562216297167888,-0.4843529102218801,947.296463696082,2796.274174816018,671.3946729088113,0.0,0.0,157.89932535419038,2.0016215534797843,90.91425196284443,108.75203723487641,110.01278311037346,92.70471992907181,102.31983661728628,108.00409908750386,58.68694496685511
1371,1838.8660726507155,2796.8757435778657,0.39605447504545704,0.2782981027430251,0.6899316271845057,49,0.0,0.010709198566847298,1.4357246487626518,-0.3926778912186491,1838.8660726507155,2796.8757435778657,597.2632371100673,0.0,0.0,157.52762739887513,2.001891769830665,65.71775783604505,102.39925007543476,92.3061620619329,87.34345895408514,94.30425737092706,104.14633214589642,51.04601866574595
1372,938.367497496691,2798.893567557063,0.6170379501644035,-0.20216301799642422,-0.4389045626068139,49,0.0,0.011565407619615433,1.183240742673366,-0.18268278840342464,938.367497496691,2798.893567557063,678.8877811716623,0.0,0.0,157.9030479403012,2.002712249949828,94.39471728127546,113.17493147433473,104.27646284097756,98.20986874389212,102.61667821975155,110.23466259169764,55.98046001973319
1373,1396.584696792634,2799.682285756536,0.9972649960828872,0.4225542539848087,0.6593300142036476,49,0.0,0.0135849643880861,1.0604707432806917,-0.06374672879099359,1396.584696792634,2799.682285756536,550.4865819592058,0.0,0.0,157.7120167526947,2.0030618792327566,61.64119834880556,96.76860855694528,81.9766601610996,85.5778119635275,94.43514784515212,82.19140897457001,47.89574610910571
1374,927.6473840785291,2799.619448195848,0.722204007758632,0.6908821880333641,-0.7662631057848485,49,0.0,0.010002478090413177,1.0113628963415768,-0.012267541795566073,927.6473840785291,2799.619448195848,604.9196469789457,0.0,0.6232611906077911,157.90751714806638,2.003013915503679,74.54111611494675,118.05113777012878,85.39269157448153,95.4797354675529,87.37110033240043,95.9310606365062,48.152805082929035
1375,969.5105565062619,2803.058565207684,0.893290295596421,0.4251510930219767,-0.289596362544194,49,0.0,0.021589990402871035,1.7876025818470862,-0.6306774331084365,969.5105565062619,2803.058565207684,726.3777429392005,0.0,0.0,157.8900647240762,2.004449648425196,96.50867125360023,112.26128402208576,110.94004721216749,109.37395669589397,109.75613988438822,126.05752532890149,61.48011854216328
1376,1521.4196852789137,2805.8576161076935,0.7836474113612542,-0.17297240541966405,0.1958888760587266,49,0.0,0.01022949164925078,1.0394479417860487,-0.042006859081669734,1521.4196852789137,2805.8576161076935,465.7113376755269,0.0,0.0,157.65997244828029,2.0056366082296715,77.60641365897891,61.0715470392808,86.3896040512145,69.73960656205696,61.26725463572275,75.51282665233126,34.12408507594177
1377,1005.9019466712117,2813.964923791656,0.7502159972861738,0.8236645585750264,0.2874238355313456,49,0.0,0.024889831260340837,2.580556530178032,-1.0292834431259243,1005.9019466712117,2813.964923791656,708.3933669845278,0.0,0.0,157.8748937588918,2.008995936018301,97.56269543770424,86.24261965038892,90.69820702862245,112.33317146491949,138.44502011483928,126.56339592267835,56.5482573653751
1378,2056.1056287955407,2816.1138274674463,0.5218873237089696,0.1730876784068953,0.6899720575728158,49,0.0,0.012404377886387838,1.4175831209579042,-0.3788713336654179,2056.1056287955407,2816.1138274674463,605.2886256762486,0.0,0.0,157.43705896501004,2.009898994625073,94.1234064797737,85.18652881693974,103.0893727158164,88.13967989855615,85.18304796985834,96.66138072550282,52.90520906980143
1379,966.3181705526302,2819.8086392473156,0.48277653226731876,0.4764077378598794,0.09884080938816207,49,0.0,0.018107483718621115,2.184882402857532,-0.8485701671511614,966.3181705526302,2819.8086392473156,702.4059569063991,0.0,0.0,157.89139646566258,2.011428016354628,99.97620491405124,91.36591279670961,124.95517337154695,116.58930487646417,108.67563355358118,106.61394493357992,54.22978246046591
1380,2372.5403179142354,2821.3896384004584,0.2135136070567335,0.7335782497384519,0.5614359618451201,49,0.0,0.01425641269953843,2.530959479001072,-1.0082129802532922,2372.5403179142354,2821.3896384004584,698.3526092814209,0.0,82.70224658908752,157.30513753252936,2.012076389785828,121.18662711011712,110.4748613557262,116.97431070631117,90.66655928631508,100.84139795378938,100.67012862062947,57.53872424853244
1381,1750.400650721757,2823.395106635829,0.548979572056364,0.5670540540811567,0.09525399862244004,49,0.0,0.8078502755477285,117.68996971506878,-5.176848627732644,1750.400650721757,2823.395106635829,9862.686813388049,0.0,0.0,157.564508715008,2.0129424616687475,1397.4605283884578,1531.4155653452235,1497.821465956914,1529.5687803284848,1525.4748080017591,1517.9035785468277,863.0420868203809
1382,985.1647641150075,2825.3925677350408,0.5221555430774781,0.009764060787374868,0.279458817405225,49,0.0,0.008265474779154442,1.0574052944833388,-0.06060370152402252,985.1647641150075,2825.3925677350408,532.3859822167137,0.0,0.0,157.8835396214973,2.013755699066462,77.07497384778287,88.32748305384095,80.12910469187554,76.48269302835942,67.73688089151796,96.77118811279773,45.86365859053927
1383,1860.5454119565234,2830.4289792373183,0.5637156228513189,0.25226746028662544,0.030879844797389616,49,0.0,0.0249007727839098,3.1280514857378234,-1.238184731643932,1860.5454119565234,2830.4289792373183,799.9057394342868,0.0,0.0,157.51858850168935,2.0158705993879367,124.34256389288228,115.18009922487707,120.15416954079225,120.6812694402328,124.00898882840029,125.15354502298095,70.38510348412119
1384,2270.2970237248187,2831.249672242912,0.2942247064934692,0.1634077854739745,0.5727134502013758,49,0.0,0.012526917010645924,1.882402944337699,-0.686781483662336,2270.2970237248187,2831.249672242912,677.8840802950259,4.886254286987256,0.0,157.34776180750674,2.0161922076974004,106.8514861426863,105.57413578510804,88.29812347855142,88.63803184817482,112.0126041631694,125.49388568623993,51.01581319109604
