expt,t0,t1
111.1132568129402,905112979.995,905113099.995
119.1483737663974,905113099.995,905113219.995
119.1657610974496,905113219.995,905113339.995
119.179506234578,905113339.995,905113459.995
119.1879458557408,905113459.995,905113579.995
119.1922619357652,905113579.995,905113699.995
119.1938503815734,905113699.995,905113819.995
119.1967919478849,905113819.995,905113939.995
119.1899568174374,905113939.995,905114059.995
119.1864108929564,905114059.995,905114179.995
119.1688417196231,905114179.995,905114299.995
119.1484486426307,905114299.995,905114419.995
119.1232260485851,905114419.995,905114539.995
119.0968803110387,905114539.995,905114659.995
33.77756222885989,905114659.995,905114779.995
