expt,t0,t1
98.1298328726632,814704881.995,814705001.995
106.3392998984744,814705001.995,814705121.995
100.5119308203906,814705121.995,814705241.995
106.5720016287827,814705241.995,814705361.995
106.6855347159866,814705361.995,814705481.995
106.729560737108,814705481.995,814705601.995
106.7685254547783,814705601.995,814705721.995
106.8044500124222,814705721.995,814705841.995
106.8063810770315,814705841.995,814705961.995
106.7802131811016,814705961.995,814706081.995
106.6782495917755,814706081.995,814706201.995
106.5743380480622,814706201.995,814706321.995
106.4159006712848,814706321.995,814706441.995
98.00828086136667,814706441.995,814706561.995
