expt,t0,t1
96.1005979556157,855985308.995,855985428.995
105.346169696702,855985428.995,855985548.995
105.5581814490537,855985548.995,855985668.995
105.694025932895,855985668.995,855985788.995
105.7847465600497,855985788.995,855985908.995
105.8399423543048,855985908.995,855986028.995
105.871818995173,855986028.995,855986148.995
105.8971818116886,855986148.995,855986268.995
105.9019390991371,855986268.995,855986388.995
105.8652770211905,855986388.995,855986508.995
105.8300562042934,855986508.995,855986628.995
48.21584850081862,855986628.995,855986748.995
