expt,t0,t1
110.5695216510127,861026079.995,861026199.995
118.6005364565408,861026199.995,861026319.995
118.6174798784951,861026319.995,861026439.995
118.6381243256996,861026439.995,861026559.995
118.6447294791445,861026559.995,861026679.995
118.6595656699593,861026679.995,861026799.995
118.6616996426108,861026799.995,861026919.995
118.6604053534337,861026919.995,861027039.995
118.653998087177,861027039.995,861027159.995
118.644638558004,861027159.995,861027279.995
118.6411033301278,861027279.995,861027399.995
118.6266308238752,861027399.995,861027519.995
118.600942927522,861027519.995,861027639.995
118.562975328894,861027639.995,861027759.995
24.60371418068774,861027759.995,861027879.995
