expt,t0,t1
113.636157485418,783888285.99,783888405.99
118.6785360985174,783888405.99,783888525.99
118.6918159333383,783888525.99,783888645.99
118.713353547041,783888645.99,783888765.99
118.7229430532165,783888765.99,783888885.99
118.7292754432399,783888885.99,783889005.99
118.731168742284,783889005.99,783889125.99
118.7433040403946,783889125.99,783889245.99
118.7456893832581,783889245.99,783889365.99
118.7373192900263,783889365.99,783889485.99
114.6777064358311,783889485.99,783889605.99
97.76645135726812,783889605.99,783889725.99
