id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8,aperture_sum_9,aperture_sum_10,aperture_sum_11,aperture_sum_12,aperture_sum_13
1830,423.1461391980582,2585.9069326031818,0.7027984474012064,-0.04188496266503293,0.0625784173036636,49,0.0,0.010207735212029351,1.2490053504459684,-0.24141074698454365,423.1461391980582,2585.9069326031818,546.0108537283277,0.17407880042711368,338.01540722788513,263.5561382726959,59.52875955761769,34.43889537275832,15.55733404452958,32.488440682443525,56.53866181736928,26.516621194955434,31.837864243329285,41.38655727367107,75.4229093258172,33.833787334944546,38.230309681079255,78.2085452532838,25.722629894207685,38.51331630859308,17.31498130134569
1831,2565.4364194645073,2591.3781302699376,0.5239650470781947,0.010253035620669973,-0.35743389772589035,49,0.0,0.23591065141163822,32.49041200409832,-3.779388046442783,2565.4364194645073,2591.3781302699376,7926.196914511696,0.0,2581.312261844533,261.7958599774621,59.53221055724486,553.1572865298959,605.924985209474,537.6528673577174,531.7782812571477,576.1734514255907,612.583703827132,581.7039715458415,617.6657899027907,566.912738933403,599.8182872061569,586.2622952645149,581.18086226074,590.372334390624,385.0100594006692
1832,2212.8740395641803,2591.6309830959894,0.5671243189883745,-0.09589027585686813,-0.19065393738562295,49,0.0,0.4087865014260992,60.21060273392121,-4.449182436756694,2212.8740395641803,2591.6309830959894,9834.866624223738,0.0,0.0,262.085548568654,59.53374796865003,623.5683431956611,705.726819497328,720.139016534385,686.946709059745,717.2843654245232,717.5606615442443,757.6899875560155,717.4431233199662,697.1089780699419,792.8130357957418,763.3840958406795,721.6351990853984,706.566712247135,506.9995770529739
1833,2442.5507941309347,2593.0302734298352,0.4671388242506625,-0.12670006300737605,-0.2322945462632098,49,0.0,0.035109110576771754,5.305375072281933,-1.8117902312268903,2442.5507941309347,2593.0302734298352,1747.7370079964376,0.0,0.0,261.8968135701287,59.53347067832665,121.042827181837,135.12899002805523,122.80980911764115,122.62995132422014,136.7371238317901,122.87999173955704,128.29026979315734,117.95893977272726,122.57132981829285,113.49593274452141,148.9808027982837,129.12610054935692,129.62767709940502,96.45726219759266
1834,1468.439053646286,2595.4300535726393,0.5604468372556941,0.29009688566966896,-0.21477654862267073,49,0.0,0.015013740246709264,1.9132234303473679,-0.7044142270818026,1468.439053646286,2595.4300535726393,1097.119463317364,0.0,0.0,262.6973024190042,59.536251689431175,86.67339247033931,75.40586375391104,68.11006217325789,55.593223942516495,87.7158642372112,89.2177056042587,78.62002920831024,77.88414910103793,88.54152676630025,68.80764265003526,85.73186169617082,87.07363825530602,91.78097234296631,55.96353111574256
1835,1120.1371768125116,2597.3138157104568,0.5100601531093549,-0.04211899674556327,-0.31198843766109907,49,0.0,0.03511843427231625,5.128689022470365,-1.7750159161574715,1120.1371768125116,2597.3138157104568,1591.3216213869637,0.0,0.0,262.98354638804875,59.53648713846262,107.37630894330823,125.65491959310997,97.91326736145474,113.92135479317835,105.845269986088,125.82418667902334,115.58466259649876,114.45816813672329,127.86382807893972,121.30225563005,103.43935891575703,122.02628711106271,127.30858526311351,82.80316829865593
1836,1026.9189796516619,2601.0939655484704,0.5301959834600392,0.07581712041928973,-0.21899800589000273,49,0.0,0.19716663649941438,29.549679274897407,-3.6763819287878414,1026.9189796516619,2601.0939655484704,6326.943734736821,0.0,0.0,263.0601741530799,59.537809021004385,398.3158136352189,469.552603097904,477.5001729793045,469.336889610058,463.8455610347638,439.8505769648729,480.6286731517051,494.78091491222796,430.3483058312349,460.3162403259356,450.1118168671611,508.5027842498703,484.3909962261024,299.46238585046143
1837,1174.5610723628406,2602.705858453575,0.5067244547476868,-0.28855316405404136,-0.5448331983710363,49,0.0,0.015418641307611329,1.869488459354405,-0.6793069713263322,1174.5610723628406,2602.705858453575,1305.0995092029752,0.0,0.0,262.9388439146823,59.53886070391607,92.21858994213736,105.2928842277719,78.40260766934121,89.17669907179126,99.83565994883207,98.81224616114991,101.91417128429184,69.56241924156615,115.74370185114134,110.74812034155948,80.26318762327583,95.1157654012188,95.11058794684405,72.90286849205413
1838,2655.0829519979698,2603.05156620582,0.9188408397793456,0.3464649715777152,0.6854107572652817,49,0.0,0.012419015341337878,1.195088378039005,-0.1935000575104502,2655.0829519979698,2603.05156620582,839.5105052704848,30.474060861103304,708.3587683642502,261.7220814084912,59.53660748688888,60.34078334781752,54.402272286555785,73.01330790812531,59.98436842295824,76.86718428329547,53.197262356755424,57.869050704718184,55.53606552042196,81.84286242688407,36.213677977796756,100.62866554792608,42.656316609039024,50.96630240606638,35.99238547212463
1839,2579.021556546721,2605.1186822772984,0.5250720592243936,0.019842175936289622,-0.39782459157334754,49,0.0,0.035964010655953414,4.754209098112434,-1.6926956970349816,2579.021556546721,2605.1186822772984,1887.6102688035362,0.0,1159.4017307269119,261.7845621764657,59.53786693805578,128.36207644276453,154.65806527577564,116.45024091855636,154.64094257060225,138.68261971660712,141.78763650581584,137.0135271676329,167.4961965686039,116.18196602578371,149.81507816360795,139.89806623297576,124.05905663183597,127.66775745627109,90.89703912670333
1840,1450.913011058087,2605.9185853124204,0.5855111697655951,0.45723806945685624,0.011121837205535588,49,0.0,0.017521379049721557,2.0607185022937284,-0.7850466761364108,1450.913011058087,2605.9185853124204,1291.1195511938195,0.0,0.0,262.7117214613607,59.54060895609962,86.28208770201078,89.40113978515458,96.43139637979996,90.78032141797546,92.30109972896084,92.32461733944115,97.17439866250882,100.25677968323245,87.13104517613476,98.25433046053524,87.02449803848351,92.87370406894397,104.90189531232512,75.98223743831275
1841,731.3993947218066,2610.577214986953,0.5055778483840917,-0.13874862529900558,-0.3638737630286081,49,0.0,0.6412380412351296,92.55348498339985,-4.915981940503644,731.3993947218066,2610.577214986953,19368.303035493052,0.0,0.0,263.3031115809232,59.540661753878055,1300.949215622485,1405.3277417924646,1389.879583858683,1462.385184999517,1416.3252872756989,1456.4014567439303,1448.4507881742907,1377.1785542495072,1462.1219518812852,1463.6677236517214,1339.2114516129118,1382.1546508307238,1414.4796079318912,1049.769836867942
