expt,t0,t1
98.47240131982736,891104093.995,891104213.995
107.6889733122185,891104213.995,891104333.995
107.8221773607776,891104333.995,891104453.995
107.9318877282448,891104453.995,891104573.995
108.0073962954162,891104573.995,891104693.995
108.0379555336064,891104693.995,891104813.995
108.0792060012223,891104813.995,891104933.995
108.0536686570015,891104933.995,891105053.995
108.0164548463093,891105053.995,891105173.995
107.933846942484,891105173.995,891105293.995
107.8258255528092,891105293.995,891105413.995
107.6540790310279,891105413.995,891105533.995
107.4370735343367,891105533.995,891105653.995
30.17897987992102,891105653.995,891105773.995
