expt,t0,t1
80.44581246798792,811699031.995,811699151.995
106.7042767395561,811699151.995,811699271.995
98.958469838187,811699271.995,811699391.995
107.028650554509,811699391.995,811699511.995
107.1279399289971,811699511.995,811699631.995
103.1899810922711,811699631.995,811699751.995
107.2397615187047,811699751.995,811699871.995
107.2516462924371,811699871.995,811699991.995
103.2160363896815,811699991.995,811700111.995
107.1721404778237,811700111.995,811700231.995
107.0781432337517,811700231.995,811700351.995
106.9619809711177,811700351.995,811700471.995
106.7672249418782,811700471.995,811700591.995
37.96333248392836,811700591.995,811700711.995
