expt,t0,t1
109.1347207120541,840205995.995,840206115.995
118.1722283566771,840206115.995,840206235.995
118.1994137776979,840206235.995,840206355.995
118.2166353113762,840206355.995,840206475.995
118.2362742777324,840206475.995,840206595.995
118.2491315966649,840206595.995,840206715.995
118.25457082019,840206715.995,840206835.995
114.2404599876868,840206835.995,840206955.995
118.2611759736349,840206955.995,840207075.995
114.2260737217703,840207075.995,840207195.995
114.3417155275932,840207195.995,840207315.995
118.2368786359018,840207315.995,840207435.995
118.2282678690626,840207435.995,840207555.995
116.1881890259885,840207555.995,840207675.995
