expt,t0,t1
109.7861653357046,891784344.995,891784464.995
118.8804077720231,891784464.995,891784584.995
118.9343347049668,891784584.995,891784704.995
118.9797043540951,891784704.995,891784824.995
119.0081198846643,891784824.995,891784944.995
119.0266517524269,891784944.995,891785064.995
119.0288499047069,891785064.995,891785184.995
119.0288659496141,891785184.995,891785304.995
119.0243359374943,891785304.995,891785424.995
119.0119920555907,891785424.995,891785544.995
114.8388707007262,891785544.995,891785664.995
118.9393621092083,891785664.995,891785784.995
118.8761826131393,891785784.995,891785904.995
118.7671842105417,891785904.995,891786024.995
27.64576789065644,891786024.995,891786144.995
