expt,t0,t1
109.8457989072925,911046903.995,911047023.995
118.9055715347425,911047023.995,911047143.995
118.9416565309312,911047143.995,911047263.995
118.9624881687191,911047263.995,911047383.995
118.9742918720819,911047383.995,911047503.995
118.9891868942229,911047503.995,911047623.995
118.9943640509312,911047623.995,911047743.995
118.9864699566116,911047743.995,911047863.995
118.9762172609403,911047863.995,911047983.995
118.9484916613787,911047983.995,911048103.995
118.9145513344462,911048103.995,911048223.995
118.8595066063042,911048223.995,911048343.995
10.9277372115163,911048343.995,911048463.995
