expt,t0,t1
112.7219415939935,786888085.995,786888205.995
118.727232391729,786888205.995,786888325.995
118.7488127918507,786888325.995,786888445.995
114.7219429123518,786888445.995,786888565.995
118.7790146554164,786888565.995,786888685.995
118.7784691285732,786888685.995,786888805.995
114.6384571112776,786888805.995,786888925.995
118.7467911335493,786888925.995,786889045.995
106.6904387413149,786889045.995,786889165.995
114.7353418889868,786889165.995,786889285.995
93.85972187339547,786889285.995,786889405.995
