expt,t0,t1
110.5825287224119,837709334.995,837709454.995
118.6239513243805,837709454.995,837709574.995
118.6472217880557,837709574.995,837709694.995
118.6496552656407,837709694.995,837709814.995
118.6634378408857,837709814.995,837709934.995
118.6770546187569,837709934.995,837710054.995
118.63799061814,837710054.995,837710174.995
118.5848605822517,837710174.995,837710294.995
118.4997637430107,837710294.995,837710414.995
118.3761163401818,837710414.995,837710534.995
28.49549596274035,837710534.995,837710654.995
