expt,t0,t1
97.52259339842958,887980260.995,887980380.995
106.7082176877383,887980380.995,887980500.995
106.8531432421766,887980500.995,887980620.995
106.956598761886,887980620.995,887980740.995
107.0011708858269,887980740.995,887980860.995
107.0268264584932,887980860.995,887980980.995
103.031695723495,887980980.995,887981100.995
107.0180437739728,887981100.995,887981220.995
106.9621667586748,887981220.995,887981340.995
106.8823850776887,887981340.995,887981460.995
106.7683847066289,887981460.995,887981580.995
102.5613097783908,887981580.995,887981700.995
103.4416907412083,887981700.995,887981820.995
